Must be local?,token,q002,q003,q004,q005,q006,q007,q008,q009,q010,q011,q012,q013,q014,q015,q016,q017,q018,q019,q020,q021,q022,q023,q024,q025,q026,q027,q028,q029,q030,q031,q032,q033,q034,q035,q036,q037,q038,q039,q040,q041,q042,q043,q044,q045,q046,q047,q048,q049,q050,q051,q052,q053,q054,q055,q056,q057,q058,q059,q060,q061,q062,q063,q064,q065,q066,q067,q068,q069,q070,q071,q072,q073,q074,q075,q076,q077,q078,q079,q080,q081,q082,q083,q084,q085,q086,q087,q088,q089,q090,q091,q092,q093,q094,q095,q096,q097,q098,q099,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q117,q118,q119,q120,q121,q122,q123,q124,q125,q126,q127,q128,q129,q130,q131,q132,q133,q134
0,28424_1731,,Pass,,Bachelor of Business Administration,,6/30/2016,Science,Current course was my first choice of study,Singapore,Working Full-Time in a Temporary job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Non Applicable based on skip pattern,,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,,"Healthcare (Includes hospitals, medical, dental activities & pharmacies)",,"Others, please provide job title and description",TEACHER,,To a great extent,3,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,No,,OCTOBER,2016,None (Bonded to Sponsoring Organisation),Non Applicable based on skip pattern,5,2016,5,2016,No,Yes,No,No,No,No,No,Yes,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,No,No,,,,,,,,,,,,,,,,,Non Applicable based on skip pattern,,"No, do not intend to pursue at all",Master’s Degree by coursework,,,,,,RAILWAY ENGINEERING,No,I was not interested in my course of study. Right at the start this course was not my first choice,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Not applicable,Neutral,Dissatisfied,Neutral,Dissatisfied,Not applicable,Strongly agree,Well,Fairly well,Well,Well,A little,Not at all,A little,Well,A little,Very well,Well,Not applicable,Fairly well,A little,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,HISTORY (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
0,17808_337,,Honours (Distinction),,Bachelor of Engineering (Electrical Engineering),,6/30/2016,Business Admin,Currrent course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Non Applicable based on skip pattern,,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3200,,1300,Information & Communication,,"Others, please provide job title and description",,,To some extent,4,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,No,,,2016,One,Non Applicable based on skip pattern,8,2016,6,2016,No,No,Yes,No,Yes,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,,,,,,,,,,,,,,,,,Non Applicable based on skip pattern,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,NUS,,,,,No,Non Applicable based on skip pattern,,Yes,Not applicable,Neutral,Very satisfied,Satisfied,Very dissatisfied,Neutral,Neutral,Well,Very well,Fairly well,Not at all,Fairly well,Well,Fairly well,Well,Fairly well,Well,Well,Not applicable,Not applicable,Not applicable,Strongly agree,Chinese,,Singapore Citizen,,Full Time,UGRD,LIFE SCIENCES (HONS),,,NORMAL,,1510,Singapore Citizen,F,N,,,,,,
0,30693_1102,,Honours (Distinction),,Bachelor of Science,,6/30/2016,,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Non Applicable based on skip pattern,,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,2000,,,Information & Communication,,Human Resource Associate Professionals,,,To some extent,4,"Yes, I am employed in a job related to my course of study",Stronger interest in current job,,No,,FEBRUARY,2016,One,Non Applicable based on skip pattern,5,2016,1,2016,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,No,Yes,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,No,Yes,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,Non Applicable based on skip pattern,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,,,,,NURSING,Yes,Non Applicable based on skip pattern,,Yes,Satisfied,Not applicable,Neutral,Very satisfied,Not applicable,Not applicable,Strongly agree,A little,Fairly well,Well,A little,Fairly well,Well,Fairly well,Well,Well,Fairly well,Fairly well,Not at all,Well,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,SOCIOLOGY (HONS),,,NORMAL,,1420,Singapore Citizen,F,N,,,,,,
0,45640_641,,Honours,,Bachelor of Engineering (Mechanical Engineering),,6/30/2015,Chemical Eng,Current course was my first choice of study,Singapore,Working Full-Time in a Temporary job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,1300,"Legal, Accounting and Auditing",,"Others, please provide job title and description",ASSOCIATE,,2,5,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,NOVEMBER,,None,Non Applicable based on skip pattern,8,2016,8,2016,Yes,Yes,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Non Applicable based on skip pattern,,"Yes, intend to pursue in the near future (within the next 5 years)",Advanced/ Specialist Diploma offered by Polytechnics,,,,,,,Yes,I was not interested in my course of study. I lost interest during the course itself,,No,Not applicable,Neutral,Not applicable,Satisfied,Not applicable,Neutral,Agree,Well,Well,Fairly well,Fairly well,Well,Very well,A little,Well,Fairly well,Well,Fairly well,Not applicable,Well,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,ECONOMICS (HONS),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
0,18661_257,,Pass,,Bachelor of Engineering (Electrical Engineering),,2/28/2016,Architecture,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Non Applicable based on skip pattern,,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,2640,,3550,Non Applicable based on skip pattern,,"Others, please provide job title and description",,,To some extent,3,"Yes, I am employed in a job partially related to my course of study",Better career prospects in current job,,No,,MARCH,2016,One,Non Applicable based on skip pattern,8,2016,1,2016,No,Yes,No,No,No,Non Applicable based on skip pattern,No,Yes,No,Yes,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,Non Applicable based on skip pattern,,"Yes, currently pursuing",Skills-Based Modular Courses offered by Universities and Polytechnics,,,,,,,No,Non Applicable based on skip pattern,,Yes,Not applicable,Not applicable,Satisfied,Very satisfied,Not applicable,Neutral,Disagree,Well,Not at all,Very well,A little,Fairly well,Not at all,Well,Well,Fairly well,Very well,Well,Not applicable,Not applicable,A little,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,ECONOMICS (HONS),,,NORMAL,Finance-SPN/Marketing-SPN,1520,Singapore Citizen,M,N,,,,,,
0,17725_699,,Honours (Distinction),,Bachelor of Engineering (Industrial and Systems Engineering),,2/28/2016,Business Admin,Current course was not the first choice of study,Singapore,"Currently pursuing/ preparing to commence further studies, excluding NIE",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Non Applicable based on skip pattern,,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,3500,Non Applicable based on skip pattern,,Operations Officer (except Transport Operations),,,4,5,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,"Yes, mainly to obtain a job with better pay/ career prospects",,AUGUST,,Two,"No, I did not look for employment",6,2016,4,2016,No,Yes,Yes,No,No,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,Yes,No,,,,,,,,,,,,,,,,Q21_13 Referrals by family members and friends,Non Applicable based on skip pattern,,"No, do not intend to pursue at all",Master’s Degree by coursework,,,,,,,No,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Not applicable,Neutral,Not applicable,Not applicable,Neutral,Satisfied,Neutral,Fairly well,Well,Fairly well,Well,Well,Well,Fairly well,A little,Very well,A little,Very well,Fairly well,Well,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,MECHANICAL ENGINEERING (HONS),,,NORMAL,,1510,Singapore Permanent Resident,F,N,,,,,,
0,61788_1596,,Honours (Distinction),,Bachelor of Arts,,6/30/2016,Science,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Tried to but unable to find Full-Time Permanent Job,,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4500,,2700,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,To a great extent,4,"No, I am employed in a job not related to my course of study",Non Applicable based on skip pattern,,No,,,2016,Non Applicable based on skip pattern,Non Applicable based on skip pattern,11,2016,9,2016,No,Yes,No,Yes,No,Non Applicable based on skip pattern,No,No,No,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,,,,,,,,,,,,,,,,,"Finding jobs to apply to, that is related to my career interest",,Non Applicable based on skip pattern,"Others, please specify",,,,,,INFORMATION SYSTEMS,Neutral,Non Applicable based on skip pattern,,No,Neutral,Neutral,Not applicable,Satisfied,Not applicable,Neutral,Agree,A little,Fairly well,Well,Fairly well,Fairly well,Very well,Fairly well,Very well,Well,Fairly well,Well,A little,Not at all,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,MATERIALS SC & ENG (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
0,3509_1824,,Honours (Merit),,Bachelor of Science,,6/30/2016,Computing (Computer Science),Current course was not the first choice of study,China,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Non Applicable based on skip pattern,,MHA,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,,"Other engineering activities (general building, process plant, industrial plant, infrastructure engineering services)",,Non Applicable based on skip pattern,,,To some extent,3,"No, I am employed in a job not related to my course of study",Non Applicable based on skip pattern,,No,,JUNE,2016,Non Applicable based on skip pattern,Non Applicable based on skip pattern,6,2016,6,2016,No,Yes,No,No,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,No,No,Non Applicable based on skip pattern,No,,,1,,,,,,,,,,,,,Q21_2 Centre for Future-ready Graduates Career Events,Getting an interview,,"Yes, intend to pursue in the future (not within the next 5 years)",MBA,,,,,,BUSINESS,Yes,Non Applicable based on skip pattern,,Not applicable. I am not aware of the career services offered,Neutral,Not applicable,Satisfied,Dissatisfied,Not applicable,Not applicable,Disagree,Very well,Fairly well,Well,Not at all,Well,Very well,Fairly well,Well,Well,Fairly well,Very well,Not applicable,Not applicable,Fairly well,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,MATERIALS SC & ENG (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
0,38188_1823,,Honours (Merit),,Bachelor of Engineering (Electrical Engineering),,6/30/2016,Electrical Eng,Current course was my first choice of study,Singapore,Law graduate doing practical law course (PLC) Pupilage or reading in chambers,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Non Applicable based on skip pattern,,OTHER,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,5500,Other engineering manufacturing,,Non Applicable based on skip pattern,,,To some extent,3,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,,,One,Non Applicable based on skip pattern,12,2016,8,2016,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,Non Applicable based on skip pattern,,"Yes, intend to pursue in the near future (within the next 5 years)",Skills-Based Modular Courses offered by Universities and Polytechnics,,NIL,,,,,Yes,Non Applicable based on skip pattern,,Not applicable. I am not aware of the career services offered,Satisfied,Not applicable,Satisfied,Satisfied,Neutral,Neutral,Neutral,Well,Very well,Well,A little,A little,Well,Fairly well,Well,Well,Not at all,Fairly well,Not applicable,Not applicable,Not applicable,Strongly agree,Chinese,,Singapore Citizen,,Full Time,UGRD,ACCOUNTANCY (HONS),,,NORMAL,,1520,International,F,N,,,,,,
0,51880_33,,Honours (Distinction),,Bachelor of Technology (Mechanical Engineering),,6/30/2016,Law,Current course was my first choice of study,Indonesia,Medical graduate serving housemanship,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,,USA,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4800,,4000,Others please specify,,Non Applicable based on skip pattern,,,2,4,"Yes, I am employed in a job related to my course of study","Applied for training-related job, but did not get an offer",,No,,,2012,One,"Yes, I attempted to look for employment",12,2016,6,2016,Non Applicable based on skip pattern,No,No,No,Non Applicable based on skip pattern,No,Yes,Yes,Non Applicable based on skip pattern,Yes,No,No,Yes,No,,,,,,,,,,,,,,,,,Getting an interview,,"Yes, intend to pursue in the near future (within the next 5 years)",PhD,,,,,,,No,Non Applicable based on skip pattern,,Yes,Dissatisfied,Satisfied,Satisfied,Neutral,Not applicable,Not applicable,Agree,Well,Fairly well,A little,A little,Well,Well,Fairly well,Well,A little,A little,Fairly well,Well,Well,Not at all,Neutral,Chinese,,Singapore Citizen,,Full Time,UGRD,ACCOUNTANCY (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
1,39467_666,,Honours (Distinction),,Bachelor of Social Sciences,,2/28/2016,Electrical Eng,Current course was my first choice of study,China,"Currently pursuing/ preparing to commence further studies, excluding NIE",Non Applicable based on skip pattern,,To try out and see if this field/ job is suitable for me,,Employee,Non Applicable based on skip pattern,,MOH HOLDINGS,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,4900,"Petroleum, mining and prospecting services (Including offshore exploration services)",,Social Work and Counselling Professional,,FINANCIAL PLANNING,To a great extent,4,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,,2010,One,Non Applicable based on skip pattern,10,2016,9,2016,No,Yes,No,No,Yes,No,No,Non Applicable based on skip pattern,No,No,No,No,No,Non Applicable based on skip pattern,,,,,,,,,,,,,,,,Q21_5 Faculty School-level career services,Not satisfied with salary offer,,"Yes, intend to pursue in the near future (within the next 5 years)","Others, please specify",UNSURE,NUS,,,,,No,Non Applicable based on skip pattern,,Yes,Satisfied,Dissatisfied,Not applicable,Not applicable,Dissatisfied,Satisfied,Agree,Fairly well,A little,Well,Well,Fairly well,Fairly well,Well,Well,Fairly well,Fairly well,Well,Well,Very well,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,,Nil,,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
1,40248_507,,Honours (Merit),,Bachelor of Science (Project and Facilities Management),,6/30/2016,Arts & Soc Sci,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4000,,4500,Public Administration and Defence,,"Others, please provide job title and description",TRAINING TEACHER,,To a great extent,4,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,2010,Non Applicable based on skip pattern,Non Applicable based on skip pattern,9,2016,9,2016,No,Non Applicable based on skip pattern,No,No,No,No,No,Yes,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,,,,,,,,,,,,,,,,Q21_13 Referrals by family members and friends,"Finding jobs to apply to, that is related to my career interest",,"No, do not intend to pursue at all",MBA,,,,,,RAILWAY ENGINEERING,Neutral,I was not interested in my course of study. I lost interest due to my internship experience,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Not applicable,Not applicable,Not applicable,Satisfied,Not applicable,Not applicable,Neutral,Well,Fairly well,Fairly well,Fairly well,Very well,Well,A little,Very well,Well,Well,Well,Very well,Fairly well,Not applicable,Agree,Chinese,,Singapore Citizen,,Follow up,UGRD,ENGLISH LANGUAGE (HONS),,,NORMAL,,1510,Singapore Citizen,F,N,,,,,,
